t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t-0,alvo
105504.7,105509.75,105527.69,105507.17,105518.1,105555.55,105550.41,105518.16,105533.53,105511.42,105533.55,105526.97,105515.05,105478.2,105484.87,105471.87
105509.75,105527.69,105507.17,105518.1,105555.55,105550.41,105518.16,105533.53,105511.42,105533.55,105526.97,105515.05,105478.2,105484.87,105471.87,105468.97
105527.69,105507.17,105518.1,105555.55,105550.41,105518.16,105533.53,105511.42,105533.55,105526.97,105515.05,105478.2,105484.87,105471.87,105468.97,105482.3
105507.17,105518.1,105555.55,105550.41,105518.16,105533.53,105511.42,105533.55,105526.97,105515.05,105478.2,105484.87,105471.87,105468.97,105482.3,105471.95
105518.1,105555.55,105550.41,105518.16,105533.53,105511.42,105533.55,105526.97,105515.05,105478.2,105484.87,105471.87,105468.97,105482.3,105471.95,105492.12
105555.55,105550.41,105518.16,105533.53,105511.42,105533.55,105526.97,105515.05,105478.2,105484.87,105471.87,105468.97,105482.3,105471.95,105492.12,105515.61
105550.41,105518.16,105533.53,105511.42,105533.55,105526.97,105515.05,105478.2,105484.87,105471.87,105468.97,105482.3,105471.95,105492.12,105515.61,105527.3
105518.16,105533.53,105511.42,105533.55,105526.97,105515.05,105478.2,105484.87,105471.87,105468.97,105482.3,105471.95,105492.12,105515.61,105527.3,105557.33
105533.53,105511.42,105533.55,105526.97,105515.05,105478.2,105484.87,105471.87,105468.97,105482.3,105471.95,105492.12,105515.61,105527.3,105557.33,105562.28
105511.42,105533.55,105526.97,105515.05,105478.2,105484.87,105471.87,105468.97,105482.3,105471.95,105492.12,105515.61,105527.3,105557.33,105562.28,105555.56
105533.55,105526.97,105515.05,105478.2,105484.87,105471.87,105468.97,105482.3,105471.95,105492.12,105515.61,105527.3,105557.33,105562.28,105555.56,105560.32
105526.97,105515.05,105478.2,105484.87,105471.87,105468.97,105482.3,105471.95,105492.12,105515.61,105527.3,105557.33,105562.28,105555.56,105560.32,105610.55
105515.05,105478.2,105484.87,105471.87,105468.97,105482.3,105471.95,105492.12,105515.61,105527.3,105557.33,105562.28,105555.56,105560.32,105610.55,105636.09
105478.2,105484.87,105471.87,105468.97,105482.3,105471.95,105492.12,105515.61,105527.3,105557.33,105562.28,105555.56,105560.32,105610.55,105636.09,105609.76
105484.87,105471.87,105468.97,105482.3,105471.95,105492.12,105515.61,105527.3,105557.33,105562.28,105555.56,105560.32,105610.55,105636.09,105609.76,105611.13
105471.87,105468.97,105482.3,105471.95,105492.12,105515.61,105527.3,105557.33,105562.28,105555.56,105560.32,105610.55,105636.09,105609.76,105611.13,105610.03
105468.97,105482.3,105471.95,105492.12,105515.61,105527.3,105557.33,105562.28,105555.56,105560.32,105610.55,105636.09,105609.76,105611.13,105610.03,105616.28
105482.3,105471.95,105492.12,105515.61,105527.3,105557.33,105562.28,105555.56,105560.32,105610.55,105636.09,105609.76,105611.13,105610.03,105616.28,105624.43
105471.95,105492.12,105515.61,105527.3,105557.33,105562.28,105555.56,105560.32,105610.55,105636.09,105609.76,105611.13,105610.03,105616.28,105624.43,105693.93
105492.12,105515.61,105527.3,105557.33,105562.28,105555.56,105560.32,105610.55,105636.09,105609.76,105611.13,105610.03,105616.28,105624.43,105693.93,105701.25
105515.61,105527.3,105557.33,105562.28,105555.56,105560.32,105610.55,105636.09,105609.76,105611.13,105610.03,105616.28,105624.43,105693.93,105701.25,105707.38
105527.3,105557.33,105562.28,105555.56,105560.32,105610.55,105636.09,105609.76,105611.13,105610.03,105616.28,105624.43,105693.93,105701.25,105707.38,105710.62
105557.33,105562.28,105555.56,105560.32,105610.55,105636.09,105609.76,105611.13,105610.03,105616.28,105624.43,105693.93,105701.25,105707.38,105710.62,105711.78
105562.28,105555.56,105560.32,105610.55,105636.09,105609.76,105611.13,105610.03,105616.28,105624.43,105693.93,105701.25,105707.38,105710.62,105711.78,105727.56
105555.56,105560.32,105610.55,105636.09,105609.76,105611.13,105610.03,105616.28,105624.43,105693.93,105701.25,105707.38,105710.62,105711.78,105727.56,105705.57
105560.32,105610.55,105636.09,105609.76,105611.13,105610.03,105616.28,105624.43,105693.93,105701.25,105707.38,105710.62,105711.78,105727.56,105705.57,105729.28
105610.55,105636.09,105609.76,105611.13,105610.03,105616.28,105624.43,105693.93,105701.25,105707.38,105710.62,105711.78,105727.56,105705.57,105729.28,105721.57
105636.09,105609.76,105611.13,105610.03,105616.28,105624.43,105693.93,105701.25,105707.38,105710.62,105711.78,105727.56,105705.57,105729.28,105721.57,105746.55
105609.76,105611.13,105610.03,105616.28,105624.43,105693.93,105701.25,105707.38,105710.62,105711.78,105727.56,105705.57,105729.28,105721.57,105746.55,105706.9
105611.13,105610.03,105616.28,105624.43,105693.93,105701.25,105707.38,105710.62,105711.78,105727.56,105705.57,105729.28,105721.57,105746.55,105706.9,105690.65
105610.03,105616.28,105624.43,105693.93,105701.25,105707.38,105710.62,105711.78,105727.56,105705.57,105729.28,105721.57,105746.55,105706.9,105690.65,105696.32
105616.28,105624.43,105693.93,105701.25,105707.38,105710.62,105711.78,105727.56,105705.57,105729.28,105721.57,105746.55,105706.9,105690.65,105696.32,105656.04
105624.43,105693.93,105701.25,105707.38,105710.62,105711.78,105727.56,105705.57,105729.28,105721.57,105746.55,105706.9,105690.65,105696.32,105656.04,105658.81
105693.93,105701.25,105707.38,105710.62,105711.78,105727.56,105705.57,105729.28,105721.57,105746.55,105706.9,105690.65,105696.32,105656.04,105658.81,105652.8
105701.25,105707.38,105710.62,105711.78,105727.56,105705.57,105729.28,105721.57,105746.55,105706.9,105690.65,105696.32,105656.04,105658.81,105652.8,105697.51
105707.38,105710.62,105711.78,105727.56,105705.57,105729.28,105721.57,105746.55,105706.9,105690.65,105696.32,105656.04,105658.81,105652.8,105697.51,105726.13
105710.62,105711.78,105727.56,105705.57,105729.28,105721.57,105746.55,105706.9,105690.65,105696.32,105656.04,105658.81,105652.8,105697.51,105726.13,105740.47
105711.78,105727.56,105705.57,105729.28,105721.57,105746.55,105706.9,105690.65,105696.32,105656.04,105658.81,105652.8,105697.51,105726.13,105740.47,105751.08
105727.56,105705.57,105729.28,105721.57,105746.55,105706.9,105690.65,105696.32,105656.04,105658.81,105652.8,105697.51,105726.13,105740.47,105751.08,105801.35
105705.57,105729.28,105721.57,105746.55,105706.9,105690.65,105696.32,105656.04,105658.81,105652.8,105697.51,105726.13,105740.47,105751.08,105801.35,105745.0
105729.28,105721.57,105746.55,105706.9,105690.65,105696.32,105656.04,105658.81,105652.8,105697.51,105726.13,105740.47,105751.08,105801.35,105745.0,105725.7
105721.57,105746.55,105706.9,105690.65,105696.32,105656.04,105658.81,105652.8,105697.51,105726.13,105740.47,105751.08,105801.35,105745.0,105725.7,105720.12
105746.55,105706.9,105690.65,105696.32,105656.04,105658.81,105652.8,105697.51,105726.13,105740.47,105751.08,105801.35,105745.0,105725.7,105720.12,105741.01
105706.9,105690.65,105696.32,105656.04,105658.81,105652.8,105697.51,105726.13,105740.47,105751.08,105801.35,105745.0,105725.7,105720.12,105741.01,105741.0
105690.65,105696.32,105656.04,105658.81,105652.8,105697.51,105726.13,105740.47,105751.08,105801.35,105745.0,105725.7,105720.12,105741.01,105741.0,105759.53
105696.32,105656.04,105658.81,105652.8,105697.51,105726.13,105740.47,105751.08,105801.35,105745.0,105725.7,105720.12,105741.01,105741.0,105759.53,105734.62
105656.04,105658.81,105652.8,105697.51,105726.13,105740.47,105751.08,105801.35,105745.0,105725.7,105720.12,105741.01,105741.0,105759.53,105734.62,105759.55
105658.81,105652.8,105697.51,105726.13,105740.47,105751.08,105801.35,105745.0,105725.7,105720.12,105741.01,105741.0,105759.53,105734.62,105759.55,105684.46
105652.8,105697.51,105726.13,105740.47,105751.08,105801.35,105745.0,105725.7,105720.12,105741.01,105741.0,105759.53,105734.62,105759.55,105684.46,105692.03
105697.51,105726.13,105740.47,105751.08,105801.35,105745.0,105725.7,105720.12,105741.01,105741.0,105759.53,105734.62,105759.55,105684.46,105692.03,105675.71
105726.13,105740.47,105751.08,105801.35,105745.0,105725.7,105720.12,105741.01,105741.0,105759.53,105734.62,105759.55,105684.46,105692.03,105675.71,105706.9
105740.47,105751.08,105801.35,105745.0,105725.7,105720.12,105741.01,105741.0,105759.53,105734.62,105759.55,105684.46,105692.03,105675.71,105706.9,105728.97
105751.08,105801.35,105745.0,105725.7,105720.12,105741.01,105741.0,105759.53,105734.62,105759.55,105684.46,105692.03,105675.71,105706.9,105728.97,105651.4
105801.35,105745.0,105725.7,105720.12,105741.01,105741.0,105759.53,105734.62,105759.55,105684.46,105692.03,105675.71,105706.9,105728.97,105651.4,105609.23
105745.0,105725.7,105720.12,105741.01,105741.0,105759.53,105734.62,105759.55,105684.46,105692.03,105675.71,105706.9,105728.97,105651.4,105609.23,105676.98
105725.7,105720.12,105741.01,105741.0,105759.53,105734.62,105759.55,105684.46,105692.03,105675.71,105706.9,105728.97,105651.4,105609.23,105676.98,105693.15
105720.12,105741.01,105741.0,105759.53,105734.62,105759.55,105684.46,105692.03,105675.71,105706.9,105728.97,105651.4,105609.23,105676.98,105693.15,105657.12
105741.01,105741.0,105759.53,105734.62,105759.55,105684.46,105692.03,105675.71,105706.9,105728.97,105651.4,105609.23,105676.98,105693.15,105657.12,105672.96
105741.0,105759.53,105734.62,105759.55,105684.46,105692.03,105675.71,105706.9,105728.97,105651.4,105609.23,105676.98,105693.15,105657.12,105672.96,105661.68
105759.53,105734.62,105759.55,105684.46,105692.03,105675.71,105706.9,105728.97,105651.4,105609.23,105676.98,105693.15,105657.12,105672.96,105661.68,105658.32
105734.62,105759.55,105684.46,105692.03,105675.71,105706.9,105728.97,105651.4,105609.23,105676.98,105693.15,105657.12,105672.96,105661.68,105658.32,105656.93
105759.55,105684.46,105692.03,105675.71,105706.9,105728.97,105651.4,105609.23,105676.98,105693.15,105657.12,105672.96,105661.68,105658.32,105656.93,105591.03
105684.46,105692.03,105675.71,105706.9,105728.97,105651.4,105609.23,105676.98,105693.15,105657.12,105672.96,105661.68,105658.32,105656.93,105591.03,105609.34
105692.03,105675.71,105706.9,105728.97,105651.4,105609.23,105676.98,105693.15,105657.12,105672.96,105661.68,105658.32,105656.93,105591.03,105609.34,105614.73
105675.71,105706.9,105728.97,105651.4,105609.23,105676.98,105693.15,105657.12,105672.96,105661.68,105658.32,105656.93,105591.03,105609.34,105614.73,105625.34
105706.9,105728.97,105651.4,105609.23,105676.98,105693.15,105657.12,105672.96,105661.68,105658.32,105656.93,105591.03,105609.34,105614.73,105625.34,105690.83
105728.97,105651.4,105609.23,105676.98,105693.15,105657.12,105672.96,105661.68,105658.32,105656.93,105591.03,105609.34,105614.73,105625.34,105690.83,105640.78
105651.4,105609.23,105676.98,105693.15,105657.12,105672.96,105661.68,105658.32,105656.93,105591.03,105609.34,105614.73,105625.34,105690.83,105640.78,105621.14
105609.23,105676.98,105693.15,105657.12,105672.96,105661.68,105658.32,105656.93,105591.03,105609.34,105614.73,105625.34,105690.83,105640.78,105621.14,105597.37
105676.98,105693.15,105657.12,105672.96,105661.68,105658.32,105656.93,105591.03,105609.34,105614.73,105625.34,105690.83,105640.78,105621.14,105597.37,105518.16
105693.15,105657.12,105672.96,105661.68,105658.32,105656.93,105591.03,105609.34,105614.73,105625.34,105690.83,105640.78,105621.14,105597.37,105518.16,105471.94
105657.12,105672.96,105661.68,105658.32,105656.93,105591.03,105609.34,105614.73,105625.34,105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28
105672.96,105661.68,105658.32,105656.93,105591.03,105609.34,105614.73,105625.34,105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57
105661.68,105658.32,105656.93,105591.03,105609.34,105614.73,105625.34,105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95
105658.32,105656.93,105591.03,105609.34,105614.73,105625.34,105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48
105656.93,105591.03,105609.34,105614.73,105625.34,105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5
105591.03,105609.34,105614.73,105625.34,105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07
105609.34,105614.73,105625.34,105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92
105614.73,105625.34,105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05
105625.34,105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9
105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98
105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99
105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39
105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04
105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16
105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42
105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52
105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45
105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72
105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48
105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56
105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13
105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07
105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13
105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01
105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13
105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93
105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3
105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58
105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11
105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46
105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89
105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34
105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33
105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98
105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43
105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0
105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53
105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72
105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63
105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38
105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98
105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55
105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14
105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37
105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94
105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33
105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01
105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99
