t-29,t-28,t-27,t-26,t-25,t-24,t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t-0,alvo
105917.36,105936.32,105839.01,105831.26,105752.68,105764.81,105762.42,105765.33,105838.78,105845.89,105846.97,105848.44,105841.57,105855.41,105842.31,105850.59,105831.17,105815.46,105800.51,105782.91,105765.89,105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03
105936.32,105839.01,105831.26,105752.68,105764.81,105762.42,105765.33,105838.78,105845.89,105846.97,105848.44,105841.57,105855.41,105842.31,105850.59,105831.17,105815.46,105800.51,105782.91,105765.89,105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27
105839.01,105831.26,105752.68,105764.81,105762.42,105765.33,105838.78,105845.89,105846.97,105848.44,105841.57,105855.41,105842.31,105850.59,105831.17,105815.46,105800.51,105782.91,105765.89,105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87
105831.26,105752.68,105764.81,105762.42,105765.33,105838.78,105845.89,105846.97,105848.44,105841.57,105855.41,105842.31,105850.59,105831.17,105815.46,105800.51,105782.91,105765.89,105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04
105752.68,105764.81,105762.42,105765.33,105838.78,105845.89,105846.97,105848.44,105841.57,105855.41,105842.31,105850.59,105831.17,105815.46,105800.51,105782.91,105765.89,105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99
105764.81,105762.42,105765.33,105838.78,105845.89,105846.97,105848.44,105841.57,105855.41,105842.31,105850.59,105831.17,105815.46,105800.51,105782.91,105765.89,105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36
105762.42,105765.33,105838.78,105845.89,105846.97,105848.44,105841.57,105855.41,105842.31,105850.59,105831.17,105815.46,105800.51,105782.91,105765.89,105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85
105765.33,105838.78,105845.89,105846.97,105848.44,105841.57,105855.41,105842.31,105850.59,105831.17,105815.46,105800.51,105782.91,105765.89,105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89
105838.78,105845.89,105846.97,105848.44,105841.57,105855.41,105842.31,105850.59,105831.17,105815.46,105800.51,105782.91,105765.89,105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23
105845.89,105846.97,105848.44,105841.57,105855.41,105842.31,105850.59,105831.17,105815.46,105800.51,105782.91,105765.89,105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78
105846.97,105848.44,105841.57,105855.41,105842.31,105850.59,105831.17,105815.46,105800.51,105782.91,105765.89,105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12
105848.44,105841.57,105855.41,105842.31,105850.59,105831.17,105815.46,105800.51,105782.91,105765.89,105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99
105841.57,105855.41,105842.31,105850.59,105831.17,105815.46,105800.51,105782.91,105765.89,105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59
105855.41,105842.31,105850.59,105831.17,105815.46,105800.51,105782.91,105765.89,105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0
105842.31,105850.59,105831.17,105815.46,105800.51,105782.91,105765.89,105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01
105850.59,105831.17,105815.46,105800.51,105782.91,105765.89,105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65
105831.17,105815.46,105800.51,105782.91,105765.89,105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19
105815.46,105800.51,105782.91,105765.89,105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5
105800.51,105782.91,105765.89,105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01
105782.91,105765.89,105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57
105765.89,105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86
105745.98,105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61
105751.72,105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6
105755.67,105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12
105739.98,105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95
105725.64,105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33
105691.02,105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23
105656.37,105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44
105670.91,105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08
105719.3,105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73
105750.03,105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83
105770.27,105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55
105802.87,105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53
105774.04,105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66
105806.99,105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91
105791.36,105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17
105790.85,105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46
105785.89,105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76
105842.23,105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76,105392.85
105830.78,105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76,105392.85,105388.26
105809.12,105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76,105392.85,105388.26,105396.78
105831.99,105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76,105392.85,105388.26,105396.78,105444.27
105787.59,105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76,105392.85,105388.26,105396.78,105444.27,105471.94
105782.0,105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76,105392.85,105388.26,105396.78,105444.27,105471.94,105506.96
105777.01,105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76,105392.85,105388.26,105396.78,105444.27,105471.94,105506.96,105483.26
105779.65,105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76,105392.85,105388.26,105396.78,105444.27,105471.94,105506.96,105483.26,105470.63
105784.19,105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76,105392.85,105388.26,105396.78,105444.27,105471.94,105506.96,105483.26,105470.63,105515.47
105739.5,105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76,105392.85,105388.26,105396.78,105444.27,105471.94,105506.96,105483.26,105470.63,105515.47,105493.92
105739.01,105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76,105392.85,105388.26,105396.78,105444.27,105471.94,105506.96,105483.26,105470.63,105515.47,105493.92,105504.7
105746.57,105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76,105392.85,105388.26,105396.78,105444.27,105471.94,105506.96,105483.26,105470.63,105515.47,105493.92,105504.7,105509.75
105765.86,105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76,105392.85,105388.26,105396.78,105444.27,105471.94,105506.96,105483.26,105470.63,105515.47,105493.92,105504.7,105509.75,105527.69
105752.61,105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76,105392.85,105388.26,105396.78,105444.27,105471.94,105506.96,105483.26,105470.63,105515.47,105493.92,105504.7,105509.75,105527.69,105507.17
105737.6,105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76,105392.85,105388.26,105396.78,105444.27,105471.94,105506.96,105483.26,105470.63,105515.47,105493.92,105504.7,105509.75,105527.69,105507.17,105518.1
105683.12,105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76,105392.85,105388.26,105396.78,105444.27,105471.94,105506.96,105483.26,105470.63,105515.47,105493.92,105504.7,105509.75,105527.69,105507.17,105518.1,105555.55
105648.95,105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76,105392.85,105388.26,105396.78,105444.27,105471.94,105506.96,105483.26,105470.63,105515.47,105493.92,105504.7,105509.75,105527.69,105507.17,105518.1,105555.55,105550.41
105641.33,105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76,105392.85,105388.26,105396.78,105444.27,105471.94,105506.96,105483.26,105470.63,105515.47,105493.92,105504.7,105509.75,105527.69,105507.17,105518.1,105555.55,105550.41,105518.16
105621.23,105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76,105392.85,105388.26,105396.78,105444.27,105471.94,105506.96,105483.26,105470.63,105515.47,105493.92,105504.7,105509.75,105527.69,105507.17,105518.1,105555.55,105550.41,105518.16,105533.53
105586.44,105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76,105392.85,105388.26,105396.78,105444.27,105471.94,105506.96,105483.26,105470.63,105515.47,105493.92,105504.7,105509.75,105527.69,105507.17,105518.1,105555.55,105550.41,105518.16,105533.53,105511.42
105608.08,105578.73,105490.83,105482.55,105499.53,105495.66,105493.91,105465.17,105437.46,105389.76,105392.85,105388.26,105396.78,105444.27,105471.94,105506.96,105483.26,105470.63,105515.47,105493.92,105504.7,105509.75,105527.69,105507.17,105518.1,105555.55,105550.41,105518.16,105533.53,105511.42,105533.55
